Link							000							001							002							003							004							005							006							007							008							009							010							011							012							013							014							015							016							017							018							019							020							021							022							023							024							025							026							027							028							029							030							031							032							033							034							035							036							037							038							039							040							041							042							043							044							045							046							047							048							049							050							051							052							053							054							055							056							057							058							059							060							061							062							063							064							065							066							067							068							069							070							071							072							073							074							075							076							077							078							079							080							081							082							083				
Frame 0000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 fd36600000000000	1101 f4e2200000000000	1101 f098c00000000000	1101 f39ac00000000000	1101 e5aba00000000000	1101 f1ff200000000000	1101 e46f200000000000	1101 e983a00000000000	1101 e82ee00000000000	1101 e94ce00000000000	1101 f619c00000000000	1101 f89f400000000000	1101 e9f9400000000000	1101 e72b400000000000	1101 e000000000000000	1101 e000800000000000	1101 e000000000000000	1101 e000e00000000000	1101 e000000000000000	1101 e002400000000000	1101 e001e00000000000	1101 e002200000000000	1101 e001400000000000	1101 e001200000000000	1101 e000000000000000	1101 e000000000000000	1101 e001200000000000	1101 e000000000000000	1101 f9cb800000000000	1101 fe4d600000000000	1101 e0b4e00000000000	1101 ecb3c00000000000	1101 f68be00000000000	1101 eb64400000000000	1101 ea94e00000000000	1101 e7abe00000000000	1101 e4ada00000000000	1101 ff77e00000000000	1101 fbac800000000000	1101 fc58400000000000	1101 fc4be00000000000	1101 e995600000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	1101 e000000000000000	
Frame 0026	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000800000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e001800000000000	0001 fcfc400000000000	0001 fc75a00000000000	0001 e5c8600000000000	0001 f9e4a00000000000	0001 e184200000000000	0001 e762600000000000	0001 e790600000000000	0001 e1e8e00000000000	0001 fae0800000000000	0001 e743c00000000000	0001 fa85a00000000000	0001 e2d8800000000000	0001 f174600000000000	0001 e63e600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002200000000000	0001 e000c00000000000	0001 e000c00000000000	0001 e000000000000000	0001 e002400000000000	0001 e002400000000000	0001 e001800000000000	0001 e001e00000000000	0001 e001400000000000	0001 eee3600000000000	0001 e9b9c00000000000	0001 e200600000000000	0001 f630000000000000	0001 fbe2e00000000000	0001 ef9c200000000000	0001 edf4800000000000	0001 f027600000000000	0001 e241400000000000	0001 ff28a00000000000	0001 e0fde00000000000	0001 f0bd600000000000	0001 f760c00000000000	0001 e91a000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0027	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000400000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000600000000000	0001 e000600000000000	0001 e000400000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000c00000000000	0001 e429600000000000	0001 eed6c00000000000	0001 f103c00000000000	0001 f469c00000000000	0001 ec81800000000000	0001 f895400000000000	0001 ed5e600000000000	0001 fae1a00000000000	0001 f64a600000000000	0001 e934a00000000000	0001 ebade00000000000	0001 f748e00000000000	0001 e898600000000000	0001 f82c600000000000	0001 e000600000000000	0001 e000400000000000	0001 e000000000000000	0001 e003400000000000	0001 e001000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e000e00000000000	0001 e000000000000000	0001 e003a00000000000	0001 e003c00000000000	0001 e000c00000000000	0001 e001400000000000	0001 e003400000000000	0001 fb52200000000000	0001 f0b6c00000000000	0001 fc1ea00000000000	0001 f4db200000000000	0001 ffe2800000000000	0001 f62a000000000000	0001 f60ba00000000000	0001 f731800000000000	0001 ff92200000000000	0001 e873400000000000	0001 e272000000000000	0001 e2f1400000000000	0001 f234600000000000	0001 f61b000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0028	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 f60a200000000000	0001 fa35200000000000	0001 e940800000000000	0001 f68f200000000000	0001 e684000000000000	0001 fe1ea00000000000	0001 f066200000000000	0001 f0cfe00000000000	0001 f876000000000000	0001 fa64200000000000	0001 f1f7a00000000000	0001 ffef800000000000	0001 e8e6000000000000	0001 ee82e00000000000	0001 e000c00000000000	0001 e000800000000000	0001 e000000000000000	0001 e003800000000000	0001 e002000000000000	0001 e004000000000000	0001 e003e00000000000	0001 e003600000000000	0001 e003800000000000	0001 e003e00000000000	0001 e003e00000000000	0001 e004000000000000	0001 e000c00000000000	0001 e003800000000000	0001 e020000000000000	0001 f43dc00000000000	0001 eb47c00000000000	0001 eefa800000000000	0001 f685800000000000	0001 eeae800000000000	0001 e0aba00000000000	0001 e680800000000000	0001 ff7e800000000000	0001 ed33400000000000	0001 e40b400000000000	0001 ee79600000000000	0001 e025200000000000	0001 f943000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0029	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0030	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 f49bc00000000000	0001 e87c400000000000	0001 e61d400000000000	0001 e96b800000000000	0001 fa83a00000000000	0001 f1dd400000000000	0001 efa3400000000000	0001 e113e00000000000	0001 f65c400000000000	0001 f1a1600000000000	0001 f2d7800000000000	0001 ed45e00000000000	0001 e27a600000000000	0001 e9ddc00000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e1e8a00000000000	0001 fa01800000000000	0001 ee20c00000000000	0001 f25f600000000000	0001 f25fa00000000000	0001 ed69400000000000	0001 e538000000000000	0001 eb50200000000000	0001 fb6e000000000000	0001 ec74a00000000000	0001 e3bf200000000000	0001 f53c800000000000	0001 eb50200000000000	0001 ec67400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0031	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 f93f600000000000	0001 ec6ce00000000000	0001 e885a00000000000	0001 ff83600000000000	0001 ed93400000000000	0001 f572000000000000	0001 e32e000000000000	0001 e6c5a00000000000	0001 ece4c00000000000	0001 f714e00000000000	0001 eca9000000000000	0001 e73da00000000000	0001 fcae200000000000	0001 ebb4a00000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e001200000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000c00000000000	0001 ee25c00000000000	0001 f2bf600000000000	0001 f342200000000000	0001 e274c00000000000	0001 ffc0800000000000	0001 ea44800000000000	0001 e5ad000000000000	0001 f31fe00000000000	0001 e916400000000000	0001 e17d600000000000	0001 f072400000000000	0001 fc10000000000000	0001 e3c1600000000000	0001 e37fa00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0032	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000200000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e872400000000000	0001 f205200000000000	0001 fbfce00000000000	0001 f875000000000000	0001 e18b800000000000	0001 e87ce00000000000	0001 e07e400000000000	0001 f27ee00000000000	0001 f473c00000000000	0001 f68bc00000000000	0001 f6c7e00000000000	0001 e6cc400000000000	0001 e248600000000000	0001 ef6a600000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e001800000000000	0001 e000000000000000	0001 e000000000000000	0001 e002000000000000	0001 e000000000000000	0001 e002200000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e001800000000000	0001 e44ca00000000000	0001 f845a00000000000	0001 ebfb600000000000	0001 fdefe00000000000	0001 e46a400000000000	0001 e8a8400000000000	0001 fceec00000000000	0001 f625e00000000000	0001 e70a200000000000	0001 f6c0200000000000	0001 ef3d600000000000	0001 f30a000000000000	0001 fce9400000000000	0001 fd2c200000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0033	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000200000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 f7a4c00000000000	0001 f208a00000000000	0001 e98f400000000000	0001 eb85000000000000	0001 f078a00000000000	0001 f44e600000000000	0001 e4cf600000000000	0001 e681200000000000	0001 f417a00000000000	0001 e2ed000000000000	0001 ebeb200000000000	0001 e402400000000000	0001 fbc0a00000000000	0001 f19a200000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e001800000000000	0001 e000000000000000	0001 e000000000000000	0001 e002000000000000	0001 e000000000000000	0001 e002200000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e001800000000000	0001 e740a00000000000	0001 f812400000000000	0001 ee16600000000000	0001 ff9e000000000000	0001 f6e8600000000000	0001 e593e00000000000	0001 f89b400000000000	0001 ec32200000000000	0001 e63d400000000000	0001 e65d400000000000	0001 e4d1000000000000	0001 e8d1a00000000000	0001 f0ee400000000000	0001 eef8e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0034	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000e00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000c00000000000	0001 ee99600000000000	0001 e876800000000000	0001 f9e6a00000000000	0001 f4de800000000000	0001 fc12e00000000000	0001 f849200000000000	0001 f2dac00000000000	0001 fafdc00000000000	0001 e849400000000000	0001 fb39c00000000000	0001 ea12a00000000000	0001 f70ca00000000000	0001 e6e7000000000000	0001 ffddc00000000000	0001 e000600000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e001600000000000	0001 e000600000000000	0001 e000c00000000000	0001 e000000000000000	0001 e001800000000000	0001 e001800000000000	0001 e001800000000000	0001 e000e00000000000	0001 e001600000000000	0001 e2a1600000000000	0001 e83c000000000000	0001 e635200000000000	0001 f265000000000000	0001 ed94200000000000	0001 f29fc00000000000	0001 eee3c00000000000	0001 f70c600000000000	0001 e1a2e00000000000	0001 e5b9200000000000	0001 e501a00000000000	0001 e1d1e00000000000	0001 f933400000000000	0001 f4d2800000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0035	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e001800000000000	0001 ebf7200000000000	0001 e232a00000000000	0001 e5b4600000000000	0001 e47ec00000000000	0001 faa1400000000000	0001 f685600000000000	0001 f989c00000000000	0001 ff35c00000000000	0001 e02fe00000000000	0001 e80e000000000000	0001 eab6a00000000000	0001 f252800000000000	0001 f932a00000000000	0001 ed21400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002200000000000	0001 e000c00000000000	0001 e000c00000000000	0001 e000000000000000	0001 e002400000000000	0001 e002400000000000	0001 e001800000000000	0001 e001e00000000000	0001 e001400000000000	0001 f16fa00000000000	0001 efcde00000000000	0001 ff3cc00000000000	0001 ec4f600000000000	0001 ef54000000000000	0001 fb5fa00000000000	0001 ea8c200000000000	0001 f9c6600000000000	0001 e744600000000000	0001 febce00000000000	0001 f0ff800000000000	0001 e35e800000000000	0001 f4e1a00000000000	0001 ee2fc00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0036	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e001800000000000	0001 f507000000000000	0001 f3e6c00000000000	0001 ea38a00000000000	0001 fb7f400000000000	0001 f605200000000000	0001 ff28400000000000	0001 e300200000000000	0001 ed50600000000000	0001 f118e00000000000	0001 e35e400000000000	0001 e2fc800000000000	0001 f44c000000000000	0001 f500c00000000000	0001 ed01c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e002200000000000	0001 e000c00000000000	0001 e000c00000000000	0001 e000000000000000	0001 e002400000000000	0001 e002400000000000	0001 e001800000000000	0001 e000e00000000000	0001 e001400000000000	0001 fea7a00000000000	0001 ead4e00000000000	0001 e84b600000000000	0001 f5b7800000000000	0001 f483000000000000	0001 f913200000000000	0001 e034200000000000	0001 fbaae00000000000	0001 fd34e00000000000	0001 e579400000000000	0001 e3af800000000000	0001 f1fb800000000000	0001 f387200000000000	0001 e969000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0037	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000000000000000	0001 e000600000000000	0001 e000400000000000	0001 e000c00000000000	0001 e1d7a00000000000	0001 fd1d000000000000	0001 e2ac400000000000	0001 f487000000000000	0001 ebfc000000000000	0001 e05cc00000000000	0001 fe7a600000000000	0001 f95fa00000000000	0001 fa1f200000000000	0001 e5e4c00000000000	0001 f666000000000000	0001 e3d6400000000000	0001 e5f4000000000000	0001 edfe400000000000	0001 e000600000000000	0001 e000600000000000	0001 e000000000000000	0001 e003400000000000	0001 e001000000000000	0001 e003c00000000000	0001 e003a00000000000	0001 e003600000000000	0001 e003800000000000	0001 e003a00000000000	0001 e003a00000000000	0001 e003c00000000000	0001 e000600000000000	0001 e003400000000000	0001 f368200000000000	0001 f0ece00000000000	0001 ef76400000000000	0001 fc56600000000000	0001 e65e200000000000	0001 f893000000000000	0001 f5e7200000000000	0001 eb6d600000000000	0001 e72e800000000000	0001 edcbc00000000000	0001 e672600000000000	0001 f913000000000000	0001 e5c7200000000000	0001 f454c00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0038	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000400000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000a00000000000	0001 e000000000000000	0001 e000c00000000000	0001 e000000000000000	0001 e000000000000000	0001 f24c400000000000	0001 fd82a00000000000	0001 fc1d800000000000	0001 eaf1800000000000	0001 ed54a00000000000	0001 f00be00000000000	0001 e258200000000000	0001 e847a00000000000	0001 f9bf200000000000	0001 f888a00000000000	0001 e0f8c00000000000	0001 e098200000000000	0001 f272000000000000	0001 f900200000000000	0001 e000600000000000	0001 e000400000000000	0001 e000000000000000	0001 e003800000000000	0001 e002000000000000	0001 e004000000000000	0001 e003e00000000000	0001 e003a00000000000	0001 e003c00000000000	0001 e003e00000000000	0001 e003e00000000000	0001 e004000000000000	0001 e000c00000000000	0001 e003800000000000	0001 e18b000000000000	0001 f5d8400000000000	0001 f70ba00000000000	0001 ebadc00000000000	0001 ef7be00000000000	0001 e9ee800000000000	0001 f720e00000000000	0001 f23dc00000000000	0001 fde2200000000000	0001 f4f0800000000000	0001 e105200000000000	0001 e03ae00000000000	0001 e8de800000000000	0001 f05da00000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
Frame 0039	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	0001 e000000000000000	
